CS_angle,F_alt,rate_HC,P_angle,Windspeed,Airspeed,Engine_thrust,Attack_angle,P_rate,Roll_rate,Yaw_rate
0.6667,10.419,85.5712,0.557298,33.78,113,8.997,2.9,-27,15.1,-15.9
2.4532,10.038,-67.3014,0.608349,49.21,104,8.691,3.1,-2.3,-1.2,-10.9
1.5144,9.759,147.8302,0.205576,35.26,175,10.908,2,-15.5,-23.1,26.7
4.4876,11.367,-86.9878,-0.508652,40.12,176,9.069,4.4,11.7,1.3,-17.3
2.0048,9.647,-101.418,0.345664,34.05,151,10.819,3.9,20.2,9.7,18.5
4.6493,9.797,22.3586,-0.496676,62.74,80,10.869,3.6,10.1,22.9,-11.4
4.9541,10.961,-64.2628,0.686642,69.5,55,10.589,2.5,41.9,-0.8,-1.1
1.3804,11.997,122.0931,0.601677,78.29,95,7.34,3.8,44.6,13,-14.1
3.4991,11.083,-80.3077,0.684896,72.81,157,10.515,2.6,-2,10.9,4.4
2.9716,8.973,-0.3709,0.32478,57.41,190,9.074,4.3,43.3,-16.8,-27.8
2.6873,10.57,-92.7676,-0.176179,60.31,49,7.16,2.7,-13.8,14.7,-14.8
4.3016,8.109,119.5071,0.448793,70.45,164,10.736,5,-17.8,-14.1,4.2
0.9792,10.031,3.4726,-0.050881,33.42,177,9.266,2.4,-10.6,9.4,-8.5
3.6502,11.41,-16.502,0.095086,42.78,176,8.742,2.5,13.5,25,-12.5
3.5107,9.013,74.8754,0.361767,32.52,107,10.678,3.5,12.6,-0.1,-14.4
1.1155,8.159,-25.9535,0.612035,79.76,101,9.48,3.8,20,-17.8,-11.1
1.8238,11.443,117.4995,0.3429,50.91,175,8.158,2.3,15.3,-15.7,13.4
1.4518,9.902,96.4467,0.465491,69.11,114,9.427,3,43.8,-2.6,0.3
3.3295,8.002,146.3882,-0.359561,52.17,147,9.539,2.1,41.1,19.5,7.6
3.1138,9.989,88.7475,0.429911,63.32,77,9.042,4.1,42.1,1.9,-3.3
2.5553,8.798,-60.7844,0.480397,79.1,105,7.394,3.7,11.2,6.2,-10.7
2.6261,11.026,-71.404,-0.188919,53.19,103,10.485,3,18.3,-13.3,-24
0.9778,9.436,147.2125,0.240828,31.88,90,8.386,2.9,-4.1,-14.3,18.3
3.874,11.226,119.4601,-0.238823,71.02,199,10.409,3.8,43.8,-4.7,0.3
0.5989,9.379,-12.9629,-0.129147,39.6,91,10.384,2.5,-14,-13,4.7
4.9016,8.064,66.862,0.620838,56.76,151,10.871,2.1,-23.1,9,2.3
4.9109,9.079,136.7925,0.265959,50.78,136,9.163,2.6,18.3,-21.1,-10.9
4.8635,10.128,-94.1595,-0.288195,61.38,193,7.537,3.8,10.4,0.3,24.7
0.7985,11.046,94.7721,-0.381431,73.57,66,9.07,4.9,31.4,-10.2,-9.5
4.5389,10.571,56.0436,-0.479489,63.95,108,7.535,4.3,-29.6,15.1,-4.1
1.0084,9.769,142.3863,-0.358784,56.67,100,9.647,3,-16.9,-3.6,25.4
1.6085,10.321,32.1331,0.151354,37.47,147,8.975,4.6,34.4,8.9,-22.7
4.1124,9.245,17.8371,0.188784,43.74,119,10.2,2.1,35.1,9.7,11.6
2.7158,9.023,-63.3287,-0.25029,35.42,49,10.477,4.8,-18.7,14.8,11.5
1.966,11.344,-44.0951,0.752482,53.7,110,8.78,2.8,34,-7.4,-22.4
1.3931,8.164,28.7162,0.118789,75.69,96,7.71,2,-26.9,-14,1.1
4.3875,8.039,32.0212,0.186328,48.73,170,8.831,3.5,28.8,-5.8,16.8
1.2522,10.208,-3.2927,-0.514707,43.4,155,10.251,2.9,16.3,10,17.9
2.0007,10.421,-27.6977,0.536927,51.29,85,9.033,3.3,5.4,21.5,-25.7
4.0084,11.193,27.2714,-0.086809,50.74,69,7.537,3.8,19.8,4.7,5.7
3.8374,11.506,21.2358,0.437571,61.02,90,9.742,4.6,7,15.9,-5.2
0.3761,9.911,-84.8711,0.447209,42.3,187,10.903,2.2,10.4,15.1,-27.8
2.0632,8.983,-102.1015,-0.035726,68.44,176,7.771,2.8,24.9,-10.1,22.5
1.7974,8.944,22.4747,0.303256,48.87,131,10.114,4.1,30,14.9,29.2
0.8713,10.71,127.4296,-0.230864,34.51,65,10.15,3.5,24.2,0.7,-26.6
0.965,8.079,-71.1724,-0.472952,42.63,151,8.157,3.2,8.7,24.2,-21.5
1.4188,11.029,-16.0057,-0.143998,46.59,178,10.488,2.1,3.3,8.4,10.1
1.1666,10.757,71.7545,0.056341,43.08,139,10.528,3.1,-4.3,23.8,-22.3
1.6216,8.944,135.5395,-0.306744,38.51,200,10.528,3.8,-3.4,5.5,-9.5
3.3114,8.828,92.4457,0.640177,63.76,49,10.404,2.3,-27.3,-16.8,27.1
4.7812,9.031,81.7684,-0.174248,47.64,132,10.237,4.7,31.6,-14.8,12.9
0.754,10.489,8.4244,0.544923,51.03,114,9.257,5,25.5,-23.3,0.5
4.01,11.424,-24.3853,0.24762,34.16,172,8.295,4.2,-14.6,-13.8,-3.4
0.2787,8.398,46.6759,0.029275,58.93,178,10.754,3.6,3.8,-1.2,-17.2
0.6109,10.779,46.3362,0.33265,69.65,83,9.839,4,23.3,24.3,-25.1
4.4101,8.124,55.5036,0.732836,48.7,117,8.889,4.3,-7.9,14.5,-15.1
4.2654,10.575,-59.2306,0.18219,74.99,66,10.771,4.8,-9.5,3,14.1
3.8294,8.24,-86.8672,-0.359273,57.63,64,10.029,4.4,-11.4,-9.1,-26
1.534,11.498,135.2296,0.179138,64.53,194,8.357,4.9,-11.5,-17.8,29
3.5269,10.992,31.3931,-0.094128,73.38,81,9.947,2.6,34.6,-12.2,1.8
2.513,9.108,143.3192,0.079864,39.71,157,9.432,2,5.8,14.2,-14.4
1.8402,9.369,-45.6044,0.341332,79.71,137,10.648,2.4,12.1,14.6,-12.2
4.0646,9.455,119.668,-0.035455,62.74,127,10.803,2.9,-15.4,-4.8,-17.3
4.8423,8.819,-53.7684,0.008931,68.05,52,8.974,2.5,-10,10.6,9.4
1.2921,9.244,-95.7099,0.13382,51.12,186,8.686,3.2,0,0.8,2.9
3.9913,9.819,-92.8532,0.234006,49.56,193,8.723,2.9,-24.2,21.2,-0.6
3.2022,11.64,118.1391,0.624472,39.67,100,9.399,2.6,12.1,-8.8,4.6
4.2868,8.46,17.3322,-0.23577,70.04,120,8.183,4,-7.8,-13.8,11.5
1.1831,9.369,-11.8727,0.498416,74.48,197,7.401,2.9,43,0,-9.2
1.1691,8.908,-13.8442,-0.194333,59.42,176,8.192,3.3,37.4,-6.4,-20.4
3.6635,8.872,118.1388,0.627038,72.73,67,8.785,2.9,44.2,6.1,0.4
1.9743,8.735,104.312,-0.517222,61.88,180,9.577,4.5,5.9,6.5,13.2
0.0473,11.723,125.4041,0.169862,78.27,44,10.336,4.9,-20.6,-11.7,20.3
2.5877,11.305,72.3525,0.288523,56.81,86,7.282,4.1,30.6,7.4,9.4
4.6952,8.757,29.0631,0.374721,42.34,65,9.416,4.3,36.1,20.3,27.5
0.4423,11.018,24.2975,-0.5222,42.96,158,7.297,2.3,14.9,-15.2,22.7
4.697,9.259,-43.5363,0.202247,67.2,124,9.573,2.4,-26,11.5,6.5
4.3702,8.704,94.5634,-0.331151,63.8,149,9.239,4.1,30.8,16.9,-19.2
4.072,8.33,86.0261,0.423557,68.65,179,8.81,2.7,-17.1,-23.3,29.5
4.2857,10.84,65.3696,0.610528,33.24,154,8.093,2.9,-14.5,-0.3,14
4.6362,10.246,-50.5923,0.689052,61.49,125,9.272,3.8,26.5,-19.1,14.4
3.3118,9.267,72.6725,-0.513492,46.68,105,10.805,3.2,-27.1,-0.6,14.4
3.477,11.293,-32.2714,0.244009,65.56,104,8.654,3.8,43.3,-3,-10.9
2.2366,9.765,145.1965,-0.02291,63.75,135,8.316,3.5,-26,12.4,9
0.8603,8.041,24.9012,-0.040127,49.91,55,8.935,2.9,29,21.2,1
0.7758,8.379,-99.9907,-0.262286,67.61,48,7.176,2.7,-13,7.6,-20
3.6812,9.237,-52.4111,-0.33931,44.35,89,10.626,3.4,-18.4,1.1,10.7
0.9368,11.132,13.7174,0.069483,56.76,68,8.261,2.9,26.7,-2.8,-22.6
3.636,8.357,44.4966,-0.417758,42.11,188,7.143,4.5,-27.3,-15.7,20.3
1.5027,9.761,144.2926,-0.212223,42.19,71,9.854,2.4,44.4,-8.2,15.5
4.1644,9.774,147.6045,-0.028243,79.07,64,9.783,4.5,23.3,0.9,-30
1.5112,10.277,104.7115,0.491512,76,157,8.805,4.4,32.2,-6.4,25.7
1.1584,9.016,-14.3284,-0.34095,41.35,71,8.59,3.3,43.3,-20.3,27.3
0.3091,10.124,110.4406,-0.491303,38.38,131,8.623,4.4,37.5,1.4,-29
4.0013,8.704,-101.742,0.587494,31.21,193,7.994,3.5,-24.7,20.8,-18.7
0.1464,8.78,-81.7643,0.4627,54.22,54,10.888,2.4,29.1,-20.3,12.1
3.5701,10.429,-48.6102,-0.37667,47.34,195,10.047,2.2,24.1,-16.1,5
4.8138,8.124,76.906,0.701196,41.25,52,9.4,3.5,-11.4,13.6,16.6
2.6331,8.83,142.3373,0.45904,64.09,64,9.03,4.1,-1.7,-3.2,4.5
2.0867,8.879,-92.5691,-0.417583,52.98,101,8.075,2.7,-21.6,10.8,24.1
1.3787,11.476,49.2715,-0.131037,59.01,66,8.083,3.5,-23.5,-15.6,-1.6
0.4094,8.415,122.3322,-0.274996,73.19,99,7.96,4.1,13,-15.3,-28.5
3.1409,10.001,79.5995,0.445305,66.25,62,7.503,3,38.2,22.9,-6.3
4.8778,11.285,28.8183,-0.107221,76.15,61,10.027,2.2,-8.1,-8.1,-16.4
3.8865,9.453,25.0472,-0.028657,31.78,123,9.807,4.8,20.1,-1.8,-15.6
3.1463,8.217,144.9431,0.062378,70.89,138,7.137,2.9,32.9,-4.4,-13.5
2.0382,9.215,140.9206,-0.160735,51.3,197,7.55,2.8,34.5,-21.3,-19.2
4.7428,11.833,-50.4139,0.457083,61.56,57,7.092,2.6,-26.6,-21.7,0.5
0.9477,11.403,110.8687,-0.175129,36.83,143,8.01,2,9.4,14.3,-25.2
4.3903,11.164,-76.9027,0.38544,54.37,47,9.485,2.3,41.5,15.5,-12.8
0.5911,9.668,7.6916,0.75133,32.2,54,9.415,2.4,-13,-23.4,13.4
4.6964,10.717,83.7615,0.687085,62.96,190,9.417,3.1,-8,4.4,6.7
3.0515,11.184,30.4984,0.505536,53.49,127,10.23,3,-7.5,-24.3,23.1
0.7724,9.631,-51.7891,0.493124,68.52,112,10.451,4.5,31.9,16.4,-10.3
3.2886,8.445,48.0858,0.50011,64.81,102,7.102,4.3,-25,-3.1,-19.5
1.704,11.384,-18.111,-0.356541,39.12,144,10.445,3,4,13.8,-16.8
1.6017,9.9,11.92,0.291616,46.98,139,8.431,3.5,0.6,8.3,-9
2.2245,8.01,-60.6448,-0.427964,48.14,131,10.661,2.4,9.7,-21.6,28.8
2.0978,8.28,133.0575,0.073385,70.55,55,8.065,3.4,-1.6,-11,6.2
4.4757,8.82,-96.4753,-0.077814,70.8,55,8.686,2.2,2.4,-13.9,-22
4.2004,11.85,-13.3957,-0.388165,75.03,89,10.299,4.2,5.3,20.2,27.7
3.5075,9.749,43.8439,0.217545,30.26,107,7.264,4.7,40.4,-2.4,-7.9
1.5388,11.884,-67.3895,-0.2934,58.78,85,8.999,3.1,-7.7,8.4,2.9
4.32,10.923,100.9933,0.249083,71.85,102,8.665,4.8,-2.8,24.3,-8.7
0.3359,9.531,5.0442,0.004657,34.29,168,7.979,3.4,15.8,20.4,-10.6
0.8052,9.676,40.218,-0.239596,61.04,58,7.668,3.3,-24.1,19,15.1
4.9097,11.616,-83.7029,0.070501,68.06,169,9.369,3.9,-23.6,15.7,-29.5
2.235,10.789,95.1844,0.401773,45.23,100,10.342,3.9,13.6,-7.8,-13.8
1.25,9.858,-57.3163,-0.307779,68.15,199,10.86,2.1,44.6,8.8,-4.8
3.8038,8.147,-37.6472,0.473602,53.82,111,7.013,3.4,-5.7,-16.7,-17.1
0.1649,8.334,110.3458,-0.332318,54.78,192,8.978,2.2,-0.4,-12.8,21.6
4.1864,11.232,91.2422,0.043603,70.85,192,9.942,4,-15.7,0.4,23.3
0.6575,10.259,-8.0271,0.573416,31.75,150,7.663,2.4,-25.6,19.5,25.2
3.3314,10.581,30.1792,0.444759,32.18,154,8.631,2.8,19.7,23,29.5
4.9651,11.928,-8.7272,-0.020652,62.5,90,10.57,3.9,-1,-12.9,0.8
1.9247,9.475,-71.5157,0.652208,59.28,138,10.547,4.2,41.3,4.2,17.2
3.5134,11.806,150.564,0.594925,36.28,80,10.435,4,-20,-4.5,23.2
3.7173,9.023,-71.8163,-0.029118,30.37,168,9.521,2.9,-28.6,-1.4,14.5
4.8885,9.775,21.3318,-0.256243,31.31,175,9.69,4,33.3,13.3,-9.8
1.274,8.753,91.8734,-0.381998,56.9,127,7.726,3,14.6,17.6,-5.2
0.6096,9.35,151.429,0.400887,70.81,100,9.779,3,-17.9,-2.3,-27.2
4.0655,8.392,-50.6107,-0.325158,74.58,167,10.983,2.3,39.6,-14,-19.9
2.4015,10.993,82.3059,0.234817,43.3,50,7.92,2.2,29.4,22.7,22.6
1.4047,9.652,79.2397,0.318468,51.05,160,10.088,2,-21.6,-23.2,-21.2
0.5164,9.257,-81.6986,-0.171956,46.97,72,9.011,3.9,34.8,1.6,28.6
4.3862,8.06,106.269,0.226976,49.56,133,9.948,3.1,31.9,16.2,-1.5
0.3859,11.744,143.7356,-0.514114,72.03,177,10.203,4.1,35.4,1,18.3
0.7013,11.584,-81.7714,-0.518968,44,141,8.232,2,12.4,0.4,-6.4
1.0249,10.87,-18.4255,-0.265166,76.76,71,8.671,2.4,29.7,-16.7,-19.9
4.5885,11.456,-29.6744,0.489066,69.74,65,8.529,3.7,37.9,-23.8,21
3.4924,10.855,40.405,-0.30861,76.81,98,10.289,2,15.4,22.4,-12
0.5328,11.429,-24.1878,0.130541,65.33,183,9.811,3.5,-27.2,2.7,-8.1
3.2986,11.866,28.238,0.448488,37.4,158,10.784,2.1,1.6,-8.1,-14.7
0.7764,10.711,-67.0835,-0.310613,60.2,139,9.338,2.6,-18.5,18.1,-17
1.6486,10.38,-83.2155,-0.249774,41.75,74,7.646,4.9,8.5,-13.6,1.3
2.4041,8.255,-56.2523,-0.096599,33.74,178,7.001,2.6,32.7,-13.7,-30
3.4201,9.211,88.8959,0.154443,77.39,194,10.113,4.3,28.5,-21.7,-26.4
4.1558,9.42,-89.6535,0.111404,39.29,108,9.863,4.5,27.5,-1.3,8.2
3.7051,9.794,20.3779,0.578698,30.35,67,10.282,3.1,39,4.9,-10.9
0.8146,11.232,-0.4145,-0.308929,60.45,55,10.059,4.7,0.4,19,0.7
1.0172,10.321,51.3101,-0.513248,64.51,117,8.357,2.9,12,-9,-7.6
2.3815,11.851,-43.3532,-0.151312,67.19,137,10.026,4,16,14.1,19.7
1.8776,10.509,104.7871,0.633574,31.69,75,10.243,4.7,38.3,24.4,26.5
4.2603,11.94,-17.1479,-0.5205,36.59,180,9.493,2.2,26.8,-0.7,7.3
4.2065,10.866,-49.684,0.768459,68.72,160,10.868,2,22.9,-16.6,27.2
4.5465,10.817,107.078,0.215584,56.36,142,8.227,2.9,16.6,-4,27.2
2.6471,9.83,-34.4998,0.037185,56.74,166,8.261,4,38.8,4.2,21.7
4.726,9.752,151.3044,0.210387,73.78,101,7.211,4.6,26.1,-11.3,18.5
1.4728,8.123,-8.6705,0.399177,54.04,101,8.695,4.9,-23.9,0.5,-11.5
2.6521,11.785,139.956,0.603642,52.69,165,7.442,3.3,1.8,12.8,-6.3
2.3854,10.857,90.4852,-0.430015,41.05,47,9.087,2.6,-14,9.2,10.2
0.3082,11.451,146.5609,0.076455,37.73,48,8.532,5,-26.8,-9.4,-10.1
3.8768,8.558,36.114,0.727803,38.61,146,7.045,4.7,17.7,-11.3,29.2
0.3496,9.494,-4.9507,-0.277493,32.68,184,7.469,2.3,9.5,-13,-22
1.0342,11.03,16.0977,-0.503288,77.68,137,10.883,5,40.5,9.4,4.9
1.4957,11.695,-86.3889,-0.303032,69.93,90,7.8,2.7,40.3,-23.5,14.3
1.1586,11.534,54.6022,0.541543,52.99,179,10.42,3.6,4.4,15.4,19.1
4.4022,10.218,72.7542,0.006829,72,159,10.014,4.9,-19.2,-13.8,1.8
2.4779,11.921,-68.4233,0.094823,63.7,141,8.639,4.2,-26.8,-15,23.1
0.8042,11.833,96.0801,0.320821,67.62,119,10.363,2,-12.1,12.1,0.8
0.8621,10.994,-35.5054,-0.48342,69.77,81,9.418,2.7,10.6,-24.4,19.1
4.8332,9.066,99.4175,0.34426,40.68,173,7.044,2.1,-5.2,21.5,9.3
3.8815,9.145,-25.4681,-0.379866,35.77,150,7.696,4.6,12,-8.5,-3.3
3.9711,10.808,-80.4479,-0.2881,37.72,132,7.607,5,-18.1,22.6,-25.5
1.3175,11.947,-87.9707,0.082558,38.4,66,10.829,4.2,44.5,-8.4,-12.5
0.1544,11.007,53.1427,0.048772,74.27,171,8.172,4.9,-22.5,4.3,-5
2.0968,10.375,140.7177,0.453234,39.75,130,9.956,2.8,30.6,-9.7,8.5
4.6664,8.531,6.589,0.68589,34.03,69,8.637,3.7,3.9,11.7,-3
3.0738,9.913,-36.6703,0.011956,31.24,164,8.473,4.5,-2.5,-2.9,-24.9
1.6662,10.561,-74.7404,0.301236,55.31,66,9.312,2.8,13.7,18.3,10.7
2.4711,10.978,133.0073,-0.521649,45.94,111,10.101,2.1,15.6,-16.9,-12.4
1.067,8.995,138.2999,0.15738,40.65,49,8.878,2.7,-5.9,8.4,-24.5
4.7003,9.69,4.3145,0.721023,60.51,42,10.544,4,-16.2,-11.6,7.9
0.1621,10.043,94.7161,-0.02042,65.16,59,10.469,2.8,-17.3,12.5,7.9
1.9205,9.242,72.2084,0.726382,60.22,192,9.087,2.2,-12.1,11.2,-22.3
4.8441,11.708,75.8255,-0.111807,37.72,67,7.641,4.8,-17,12.4,17.1
4.2033,8.331,-43.7688,-0.344596,57.58,179,7.805,4.9,27.1,10.9,-14
2.4324,10.682,94.2833,-0.345393,79.02,177,9.251,3.6,38.2,-23.3,-1
4.1764,8.613,136.9645,0.489134,68.8,52,8.208,2.4,11.5,-15.1,14
0.0511,10.135,-68.8057,0.49723,53.36,167,8.548,4.5,-14.1,23.5,7.2
0.6756,8.996,-2.6253,-0.378664,56.04,103,8.631,3.6,-10.6,14.5,-3
4.3265,9.817,124.5906,0.697593,67.55,64,10.802,4.7,-18.4,-5.3,25.1
0.0845,8.519,130.9485,-0.075279,70.01,159,7.785,4.5,-11.1,13.2,3
2.3359,10.045,-29.1706,-0.507061,58.06,88,9.143,2.5,-20.8,-18.1,-23.6
2.5922,11.669,-67.7716,0.7801,64.03,132,8.639,4.4,-26.2,-12.5,-13.9
4.3824,8.874,38.8615,0.550496,60.89,144,7.846,4.7,-13.4,-4.3,7.4
3.8254,9.58,40.8303,0.024281,32.15,195,8.777,3,37.8,-6.2,12.4
0.6971,10.896,-66.9313,0.546437,55.86,73,7.304,3.8,-29.5,19.6,-7.4
3.6851,9.118,-40.3235,0.67394,58.83,67,10.353,3.8,-5.9,2.7,11.7
3.6663,11.511,-45.2378,-0.046493,68.98,75,10.248,4.9,44.1,24.6,-21
1.6141,11.193,-68.057,0.104767,56.91,165,8.782,4.2,-4.3,3.2,4.9
4.2704,9.036,-86.7765,0.747254,55.75,184,10.225,4.4,20.3,-2.1,9.7
4.9026,10.309,3.62,-0.045667,60.11,44,7.246,2.2,-26.2,12.6,-2.9
0.5594,10.592,-50.3592,-0.179378,58.38,144,7.089,5,1.6,17.9,-12.3
0.7437,10.091,-32.6463,0.529652,69.89,54,7.601,3.6,-7.3,18.1,-16
1.6146,9.448,47.4169,0.228676,42.34,151,10.078,2.1,-14.6,24.9,-5.8
2.2577,9.302,8.1498,-0.497214,50.62,200,7.212,3.5,-21.3,-0.1,-21.6
1.424,11.166,79.525,0.728865,41.56,185,10.037,2.1,-21.6,-4.3,13.4
0.1097,9.678,77.4746,0.623549,61.05,107,8.775,4.6,22.9,-15.6,-15.3
1.575,10.975,-36.6913,-0.469037,40.6,69,10.99,3.6,-30,-0.6,13.9
3.3026,8.414,-67.1369,-0.234207,43.78,175,7.408,2.4,13,11.2,5.9
1.8395,10.656,-105.8962,-0.241968,45.98,105,9.568,3.4,2.8,11.6,-18.2
2.856,8.388,13.8057,0.604626,68.56,126,10.878,2.6,43.5,16.4,-20.3
4.6863,10.854,116.3714,-0.463266,45.39,61,7.622,3.2,12.5,-12.7,-24.6
3.9259,11.061,29.7253,0.641914,75.81,61,8.646,2.9,19.2,-9.6,4.4
2.785,11.897,-39.9265,-0.301181,32.44,64,10.372,4.8,28,14.8,25.7
1.1729,11.971,39.047,-0.171008,79.76,97,8.649,3.8,14,-9.5,-3.2
4.6189,10.354,-71.4633,-0.155138,44.72,79,9.151,5,40.4,9.4,15.8
3.7764,9.698,-58.4691,0.388894,54.93,141,9.028,3.8,-28.2,-11.4,-11.2
4.0978,10.837,-62.7108,0.527914,48.69,67,7.835,3.6,2.6,18,-22.5
1.8344,11.819,-18.8368,-0.457718,78.68,102,10.048,3.5,27.9,18.8,15.6
1.1749,11.542,-27.6645,0.424076,36.07,109,9.511,3.4,-26.8,1.2,-4.3
4.8339,9.752,-49.537,0.713747,75.32,117,9.969,4.1,29.5,-22.9,26.3
0.2831,10.15,25.2343,-0.403158,66.75,55,7.076,3.6,45,3.7,22.3
3.0371,8.117,-10.2116,0.708011,67.36,68,9.134,4.6,-23.3,-10.5,4.8
0.6814,9.595,-96.8774,-0.320478,58.84,108,8.949,2,10.9,5.7,-24.9
0.9399,9.821,44.5512,-0.231543,76.41,162,10.619,4.5,-26.3,-20.4,-18.9
3.2152,11.559,-7.1619,0.234196,57.13,100,8.76,2.8,30.7,-12.8,15.9
3.9488,8.263,113.7711,-0.348,73.23,109,9.669,3.1,26.8,4.3,-23.1
3.0249,10.161,-40.4216,0.032381,41.22,152,7.598,4.1,22.6,2.4,-18.2
4.996,9.553,-40.5982,0.481133,36.37,73,9.056,4.1,-19.3,23.3,-3.3
3.1285,10.075,-65.6839,-0.504627,49.82,130,10.772,3.3,23.8,-15.3,20.8
2.2846,11.016,122.084,0.779835,62.44,42,10.293,4.4,-6.3,-23,17.5
4.3998,11.162,114.0863,0.774826,49.29,140,8.464,2.7,-8.1,-7.6,-23.6
0.6858,8.793,118.4962,0.566806,72.06,55,8.465,3.8,-2.7,11.1,-15.1
1.6782,11.548,63.4285,0.430922,62.85,54,9.673,3.5,36.1,-9.8,3.5
3.6214,8.778,-5.893,-0.401142,62.67,42,10.314,3.6,6.9,18.1,-3.3
3.4868,9.159,129.6156,-0.267756,32.95,149,7.823,2.8,-2.4,8.1,14.2
3.5746,9.891,73.4833,0.372733,40.93,45,7.995,2.8,24.4,-17.3,-13.7
4.0051,8.167,41.5998,-0.234455,36.54,103,8.755,3.7,42.1,-8.5,17.5
0.8276,8.509,139.0686,-0.474696,31.01,98,7.945,4,3,-2.5,23
4.3674,8.215,-80.642,0.459035,47.48,181,9.024,3.4,35.8,-0.5,-14.1
4.1139,10.207,101.3806,-0.392253,30.22,190,9.635,2.7,4.5,-2,-29.6
1.9088,8.439,75.719,0.69648,75.34,116,8.929,3.5,28.5,1.4,8.6
4.9627,10.864,-84.8644,-0.068489,38.7,135,7.49,3.4,-28.6,5,-5.7
1.6246,8.916,143.336,0.114334,41.18,190,7.105,3.7,22.7,9.6,24.3
0.2446,10.017,95.3431,0.328043,73.11,198,9.903,2.9,38.6,-10.6,-7.2
2.3905,11.764,-7.8885,0.498881,55.46,59,7.935,4.1,38.9,-22.2,-27.1
0.4618,10.378,133.8559,-0.434126,62.87,174,10.622,3.4,19.3,-1.5,15.5
0.0074,11.222,6.883,0.565549,63.18,169,8.671,2.9,14.7,11.9,-26
0.7436,9.28,146.0021,0.238117,45.53,118,8.644,2.9,23.8,10.7,-19.9
2.1328,10.68,121.5736,0.251712,62.28,158,8.065,3.2,14.9,24.4,-5.5
4.4702,11.07,8.3571,-0.431516,66.35,189,10.87,3.5,34.5,-21.2,9.4
0.7433,9.734,123.2266,0.135741,70.12,176,8.383,3.2,44.5,6.6,-25.7
3.9652,8.011,66.5866,0.443843,46.13,115,10.747,2.2,1.1,-22.9,17.4
0.3374,9.77,-83.0195,-0.392116,60.9,124,8.476,4.7,23.2,-13.7,7.6
4.8055,10.804,-61.5237,0.606132,40.04,149,9.872,2.5,8.5,-18.4,6.1
1.6363,10.343,-64.686,-0.172949,59.26,113,9.659,4.6,7.9,-4.2,-14.7
3.372,11.739,-61.4359,0.741517,40.04,84,7.77,4.4,30,5.4,-13.5
2.1369,10.46,18.0885,0.264706,45.33,45,7.712,2.1,-26.9,-13.4,7.6
2.3794,8.816,39.7684,0.015255,58.08,114,10.783,3.3,-1.7,-19.7,25.5
2.0965,9.122,-57.2441,0.552028,71.16,187,7.345,3.9,-13,2.3,26.6
4.6722,8.607,29.4685,0.124968,65.42,110,8.917,4.7,31.9,-17,5.4
2.9135,8.441,24.9363,0.024955,76.32,160,8.088,3.9,-26.1,-8.6,-13.8
2.3527,9.985,106.6398,0.640868,70.85,92,7.335,2.9,16.6,12.3,-23.9
1.6015,8.984,35.8683,0.668769,46.16,62,7.754,2.5,4.9,-17,-22.6
1.938,10.547,-15.2697,-0.42613,69.74,104,8.451,3.4,-10.8,11.5,-28.6
0.1893,11.897,-18.5276,0.428297,54.8,154,9.224,4.5,-29.5,-7.5,20.7
1.6647,10.494,137.7521,-0.264518,55.45,137,10.083,4.2,22.9,-9.8,1.6
3.9643,11.988,17.9171,0.200409,37.75,99,9.91,4,-26.3,13,-17.5
0.8425,10.727,-73.9991,0.312013,54.63,161,7.204,2.2,-11.3,-1.8,4.7
2.5066,9.14,23.2843,0.460853,40.75,53,10.821,2.4,35.6,15.5,-28.6
3.115,9.505,-64.4472,0.114267,46.82,184,7.31,4.9,39.1,-13,1
4.6044,11.351,74.7441,0.313368,40.28,102,10.812,4.6,-3.4,15.8,-20.3
2.9185,9.626,72.4771,0.127669,68.6,124,7.094,4.7,32.1,24.6,-10.6
0.1583,11.982,-23.0201,0.427165,31.88,200,10.685,2,21.9,-17.2,15.1
0.7642,8.116,-55.9117,0.334909,60.89,61,10.634,3.6,-6.4,-10.5,-1.8
2.9564,11.864,133.6845,0.112946,37.83,96,8.453,2.6,-10.8,-6.4,-2.6
0.2592,10.485,-26.2945,-0.185512,59.33,68,10.01,2.8,-16.9,21.5,-14
4.8237,10.35,30.3786,-0.252578,78.77,145,9.639,3.4,1.8,-12.5,-16.9
3.531,11.516,-37.1682,0.688924,48.79,187,9.292,4.9,16,-9,-3.9
3.2291,10.964,1.6909,0.629796,41.13,115,7.634,3.6,7.1,13.8,-11.6
4.9378,8.93,90.0587,-0.326265,45.36,42,9.346,5,0.8,-2.6,27.4
3.1903,10.345,17.093,-0.107601,48.94,195,8.09,4.8,-23.1,-10,23.1
3.1041,10.527,10.1326,0.096584,70.1,92,9.549,4.2,15.6,-21.3,15
0.2644,9.044,106.9211,0.252155,65.56,187,9.925,2.3,31.6,-4.1,10.4
0.1908,9.308,-37.4747,0.670746,53.43,186,9.523,3.6,-12.4,6.7,-18.9
4.5545,9.442,-65.521,0.550941,55.78,46,7.725,2.3,-6.8,6.8,-26.1
2.6302,10.73,88.3306,0.512578,55.31,139,9.304,2.4,10,9.4,13.5
1.2533,11.712,-58.0674,0.00796,65.18,116,9.626,2.6,-23.3,-6.4,10.4
2.461,10.412,-101.3926,0.371186,36.34,86,10.229,2,-21.7,5.7,-17.9
0.6631,11.347,71.8218,-0.398966,35.95,181,9.031,4.5,19.8,8.6,19
